"V1" "V2" "V3" "V4" "V5"
"8382" 3620 20 100 5 0.7
"14352" 6020 20 100 5 0.8
"20413" 8420 20 100 5 0.9
"26113" 10820 20 100 5 0.95
"5523" 1820 20 100 10 0.6
"16573" 4220 20 100 10 0.7
"26383" 6620 20 100 10 0.8
"24914" 220 20 100 10 0.9
"14533" 965 20 100 10 0.95
"121" 120 20 500 2 0.6
"721" 2520 20 500 2 0.7
"1417" 4920 20 500 2 0.8
"1921" 7320 20 500 2 0.9
"2521" 9720 20 500 2 0.95
"21710" 720 20 500 3 0.6
"7211" 3120 20 500 3 0.7
"14171" 5520 20 500 3 0.8
"19211" 7920 20 500 3 0.9
"25211" 10320 20 500 3 0.95
"12212" 1320 20 500 5 0.6
"9292" 3720 20 500 5 0.7
"15932" 6120 20 500 5 0.8
"21613" 8520 20 500 5 0.9
"27513" 10920 20 500 5 0.95
"6763" 1920 20 500 10 0.6
"18233" 4320 20 500 10 0.7
"27815" 6720 20 500 10 0.8
"3423" 320 20 500 10 0.9
"15423" 1065 20 500 10 0.95
"223" 220 20 1000 2 0.6
"821" 2620 20 1000 2 0.7
"1420" 5020 20 1000 2 0.8
"2020" 7420 20 1000 2 0.9
"2628" 9820 20 1000 2 0.95
"22210" 820 20 1000 3 0.6
"8231" 3220 20 1000 3 0.7
"14211" 5620 20 1000 3 0.8
"20251" 8020 20 1000 3 0.9
"26301" 10420 20 1000 3 0.95
"22112" 1420 20 1000 5 0.6
"10322" 3820 20 1000 5 0.7
"16272" 6220 20 1000 5 0.8
"22352" 8620 20 1000 5 0.9
"28292" 11020 20 1000 5 0.95
"7863" 2020 20 1000 10 0.6
"19023" 4420 20 1000 10 0.7
"28483" 6820 20 1000 10 0.8
"4383" 420 20 1000 10 0.9
"17843" 1165 20 1000 10 0.95
"319" 320 20 2000 2 0.6
"920" 2720 20 2000 2 0.7
"1519" 5120 20 2000 2 0.8
"2122" 7520 20 2000 2 0.9
"2727" 9920 20 2000 2 0.95
"3251" 920 20 2000 3 0.6
"9131" 3320 20 2000 3 0.7
"15251" 5720 20 2000 3 0.8
"21261" 8120 20 2000 3 0.9
"27231" 10520 20 2000 3 0.95
"3202" 1520 20 2000 5 0.6
"11232" 3920 20 2000 5 0.7
"17302" 6320 20 2000 5 0.8
"23322" 8720 20 2000 5 0.9
"29262" 11120 20 2000 5 0.95
"9115" 2120 20 2000 10 0.6
"20343" 4520 20 2000 10 0.7
"29433" 6920 20 2000 10 0.8
"6663" 520 20 2000 10 0.9
"22183" 1265 20 2000 10 0.95
"407" 420 20 5000 2 0.6
"1021" 2820 20 5000 2 0.7
"1619" 5220 20 5000 2 0.8
"2225" 7620 20 5000 2 0.9
"2803" 10020 20 5000 2 0.95
"4101" 1020 20 5000 3 0.6
"10211" 3420 20 5000 3 0.7
"16121" 5820 20 5000 3 0.8
"22241" 8220 20 5000 3 0.9
"28251" 10620 20 5000 3 0.95
"4132" 1620 20 5000 5 0.6
"12272" 4020 20 5000 5 0.7
"18252" 6420 20 5000 5 0.8
"24322" 8820 20 5000 5 0.9
"6902" 876 20 5000 5 0.95
"10433" 2220 20 5000 10 0.6
"21553" 4620 20 5000 10 0.7
"5014" 20 20 5000 10 0.8
"11243" 620 20 5000 10 0.9
"24383" 1365 20 5000 10 0.95
"527" 520 20 10000 2 0.6
"1125" 2920 20 10000 2 0.7
"1716" 5320 20 10000 2 0.8
"2316" 7720 20 10000 2 0.9
"2908" 10120 20 10000 2 0.95
"5251" 1120 20 10000 3 0.6
"11091" 3520 20 10000 3 0.7
"17291" 5920 20 10000 3 0.8
"23251" 8320 20 10000 3 0.9
"29301" 10720 20 10000 3 0.95
"5352" 1720 20 10000 5 0.6
"13232" 4120 20 10000 5 0.7
"19322" 6520 20 10000 5 0.8
"25362" 8920 20 10000 5 0.9
"7192" 865 20 10000 5 0.95
"11773" 2320 20 10000 10 0.6
"22843" 4720 20 10000 10 0.7
"13614" 120 20 10000 10 0.8
"13483" 720 20 10000 10 0.9
"25403" 1465 20 10000 10 0.95
"31" 21 21 100 2 0.6
"620" 2421 21 100 2 0.7
"1203" 4821 21 100 2 0.8
"1827" 7221 21 100 2 0.9
"2431" 9621 21 100 2 0.95
"7100" 621 21 100 3 0.6
"6241" 3021 21 100 3 0.7
"12151" 5421 21 100 3 0.8
"18311" 7821 21 100 3 0.9
"24081" 10221 21 100 3 0.95
"29102" 1221 21 100 5 0.6
"8362" 3621 21 100 5 0.7
"14252" 6021 21 100 5 0.8
"20313" 8421 21 100 5 0.9
"26162" 10821 21 100 5 0.95
"5343" 1821 21 100 10 0.6
"16473" 4221 21 100 10 0.7
"26553" 6621 21 100 10 0.8
"23714" 221 21 100 10 0.9
"14423" 966 21 100 10 0.95
"144" 121 21 500 2 0.6
"729" 2521 21 500 2 0.7
"1337" 4921 21 500 2 0.8
"1923" 7321 21 500 2 0.9
"2543" 9721 21 500 2 0.95
"13810" 721 21 500 3 0.6
"7291" 3121 21 500 3 0.7
"13271" 5521 21 500 3 0.8
"19321" 7921 21 500 3 0.9
"25251" 10321 21 500 3 0.95
"12312" 1321 21 500 5 0.6
"9302" 3721 21 500 5 0.7
"15332" 6121 21 500 5 0.8
"21532" 8521 21 500 5 0.9
"27582" 10921 21 500 5 0.95
"6993" 1921 21 500 10 0.6
"18105" 4321 21 500 10 0.7
"27515" 6721 21 500 10 0.8
"3443" 321 21 500 10 0.9
"15563" 1066 21 500 10 0.95
"222" 221 21 1000 2 0.6
"824" 2621 21 1000 2 0.7
"1424" 5021 21 1000 2 0.8
"2022" 7421 21 1000 2 0.9
"2620" 9821 21 1000 2 0.95
"22310" 821 21 1000 3 0.6
"8201" 3221 21 1000 3 0.7
"14221" 5621 21 1000 3 0.8
"20221" 8021 21 1000 3 0.9
"26211" 10421 21 1000 3 0.95
"22412" 1421 21 1000 5 0.6
"10272" 3821 21 1000 5 0.7
"16292" 6221 21 1000 5 0.8
"22302" 8621 21 1000 5 0.9
"28372" 11021 21 1000 5 0.95
"7753" 2021 21 1000 10 0.6
"19015" 4421 21 1000 10 0.7
"28473" 6821 21 1000 10 0.8
"4503" 421 21 1000 10 0.9
"17773" 1166 21 1000 10 0.95
"323" 321 21 2000 2 0.6
"924" 2721 21 2000 2 0.7
"1520" 5121 21 2000 2 0.8
"2124" 7521 21 2000 2 0.9
"2724" 9921 21 2000 2 0.95
"3221" 921 21 2000 3 0.6
"9201" 3321 21 2000 3 0.7
"15201" 5721 21 2000 3 0.8
"21221" 8121 21 2000 3 0.9
"27211" 10521 21 2000 3 0.95
"3082" 1521 21 2000 5 0.6
"11272" 3921 21 2000 5 0.7
"17192" 6321 21 2000 5 0.8
"23352" 8721 21 2000 5 0.9
"29302" 11121 21 2000 5 0.95
"9015" 2121 21 2000 10 0.6
"20353" 4521 21 2000 10 0.7
"29503" 6921 21 2000 10 0.8
"6653" 521 21 2000 10 0.9
"22253" 1266 21 2000 10 0.95
"410" 421 21 5000 2 0.6
"1014" 2821 21 5000 2 0.7
"1605" 5221 21 5000 2 0.8
"2210" 7621 21 5000 2 0.9
"2825" 10021 21 5000 2 0.95
"4071" 1021 21 5000 3 0.6
"10091" 3421 21 5000 3 0.7
"16161" 5821 21 5000 3 0.8
"22171" 8221 21 5000 3 0.9
"28101" 10621 21 5000 3 0.95
"4242" 1621 21 5000 5 0.6
"12202" 4021 21 5000 5 0.7
"18282" 6421 21 5000 5 0.8
"24302" 8821 21 5000 5 0.9
"6122" 818 21 5000 5 0.95
"10423" 2221 21 5000 10 0.6
"21583" 4621 21 5000 10 0.7
"5814" 21 21 5000 10 0.8
"11315" 621 21 5000 10 0.9
"24533" 1366 21 5000 10 0.95
"516" 521 21 10000 2 0.6
"1115" 2921 21 10000 2 0.7
"1727" 5321 21 10000 2 0.8
"2324" 7721 21 10000 2 0.9
"2917" 10121 21 10000 2 0.95
"5221" 1121 21 10000 3 0.6
"11171" 3521 21 10000 3 0.7
"17181" 5921 21 10000 3 0.8
"23261" 8321 21 10000 3 0.9
"29161" 10721 21 10000 3 0.95
"5362" 1721 21 10000 5 0.6
"13302" 4121 21 10000 5 0.7
"19292" 6521 21 10000 5 0.8
"25382" 8921 21 10000 5 0.9
"7082" 866 21 10000 5 0.95
"11693" 2321 21 10000 10 0.6
"22923" 4721 21 10000 10 0.7
"13314" 121 21 10000 10 0.8
"13515" 721 21 10000 10 0.9
"25683" 1466 21 10000 10 0.95
"30" 22 22 100 2 0.6
"629" 2422 22 100 2 0.7
"1230" 4822 22 100 2 0.8
"1825" 7222 22 100 2 0.9
"2403" 9622 22 100 2 0.95
"8100" 622 22 100 3 0.6
"6291" 3022 22 100 3 0.7
"12271" 5422 22 100 3 0.8
"18181" 7822 22 100 3 0.9
"24071" 10222 22 100 3 0.95
"17102" 1222 22 100 5 0.6
"8413" 3622 22 100 5 0.7
"14332" 6022 22 100 5 0.8
"20162" 8422 22 100 5 0.9
"26322" 10822 22 100 5 0.95
"5393" 1822 22 100 10 0.6
"16673" 4222 22 100 10 0.7
"26493" 6622 22 100 10 0.8
"23814" 222 22 100 10 0.9
"14473" 967 22 100 10 0.95
"123" 122 22 500 2 0.6
"726" 2522 22 500 2 0.7
"1341" 4922 22 500 2 0.8
"1928" 7322 22 500 2 0.9
"2542" 9722 22 500 2 0.95
"12810" 722 22 500 3 0.6
"7241" 3122 22 500 3 0.7
"13241" 5522 22 500 3 0.8
"19231" 7922 22 500 3 0.9
"25221" 10322 22 500 3 0.95
"12712" 1322 22 500 5 0.6
"9442" 3722 22 500 5 0.7
"15322" 6122 22 500 5 0.8
"21302" 8522 22 500 5 0.9
"27392" 10922 22 500 5 0.95
"7015" 1922 22 500 10 0.6
"18183" 4322 22 500 10 0.7
"27703" 6722 22 500 10 0.8
"3493" 322 22 500 10 0.9
"15723" 1067 22 500 10 0.95
"224" 222 22 1000 2 0.6
"822" 2622 22 1000 2 0.7
"1423" 5022 22 1000 2 0.8
"2026" 7422 22 1000 2 0.9
"2631" 9822 22 1000 2 0.95
"21910" 822 22 1000 3 0.6
"8241" 3222 22 1000 3 0.7
"14231" 5622 22 1000 3 0.8
"20201" 8022 22 1000 3 0.9
"26191" 10422 22 1000 3 0.95
"22312" 1422 22 1000 5 0.6
"10352" 3822 22 1000 5 0.7
"16302" 6222 22 1000 5 0.8
"22292" 8622 22 1000 5 0.9
"28282" 11022 22 1000 5 0.95
"7783" 2022 22 1000 10 0.6
"18973" 4422 22 1000 10 0.7
"28503" 6822 22 1000 10 0.8
"4463" 422 22 1000 10 0.9
"17653" 1167 22 1000 10 0.95
"320" 322 22 2000 2 0.6
"923" 2722 22 2000 2 0.7
"1523" 5122 22 2000 2 0.8
"2121" 7522 22 2000 2 0.9
"2717" 9922 22 2000 2 0.95
"3201" 922 22 2000 3 0.6
"9311" 3322 22 2000 3 0.7
"15231" 5722 22 2000 3 0.8
"21141" 8122 22 2000 3 0.9
"27121" 10522 22 2000 3 0.95
"3172" 1522 22 2000 5 0.6
"11392" 3922 22 2000 5 0.7
"17152" 6322 22 2000 5 0.8
"23282" 8722 22 2000 5 0.9
"29322" 11122 22 2000 5 0.95
"9023" 2122 22 2000 10 0.6
"20283" 4522 22 2000 10 0.7
"29443" 6922 22 2000 10 0.8
"6443" 522 22 2000 10 0.9
"22403" 1267 22 2000 10 0.95
"425" 422 22 5000 2 0.6
"1010" 2822 22 5000 2 0.7
"1613" 5222 22 5000 2 0.8
"2217" 7622 22 5000 2 0.9
"2823" 10022 22 5000 2 0.95
"4261" 1022 22 5000 3 0.6
"10131" 3422 22 5000 3 0.7
"16231" 5822 22 5000 3 0.8
"22191" 8222 22 5000 3 0.9
"28121" 10622 22 5000 3 0.95
"4222" 1622 22 5000 5 0.6
"12332" 4022 22 5000 5 0.7
"18122" 6422 22 5000 5 0.8
"24282" 8822 22 5000 5 0.9
"6132" 819 22 5000 5 0.95
"10443" 2222 22 5000 10 0.6
"21603" 4622 22 5000 10 0.7
"4314" 22 22 5000 10 0.8
"11323" 622 22 5000 10 0.9
"24653" 1367 22 5000 10 0.95
"524" 522 22 10000 2 0.6
"1124" 2922 22 10000 2 0.7
"1728" 5322 22 10000 2 0.8
"2319" 7722 22 10000 2 0.9
"2941" 10122 22 10000 2 0.95
"5331" 1122 22 10000 3 0.6
"11181" 3522 22 10000 3 0.7
"17261" 5922 22 10000 3 0.8
"23231" 8322 22 10000 3 0.9
"29321" 10722 22 10000 3 0.95
"5222" 1722 22 10000 5 0.6
"13362" 4122 22 10000 5 0.7
"19242" 6522 22 10000 5 0.8
"25313" 8922 22 10000 5 0.9
"7142" 867 22 10000 5 0.95
"11673" 2322 22 10000 10 0.6
"22915" 4722 22 10000 10 0.7
"15814" 122 22 10000 10 0.8
"13353" 722 22 10000 10 0.9
"25443" 1467 22 10000 10 0.95
"4" 23 23 100 2 0.6
"626" 2423 23 100 2 0.7
"1222" 4823 23 100 2 0.8
"1820" 7223 23 100 2 0.9
"2414" 9623 23 100 2 0.95
"3100" 623 23 100 3 0.6
"6251" 3023 23 100 3 0.7
"12051" 5423 23 100 3 0.8
"18261" 7823 23 100 3 0.9
"24141" 10223 23 100 3 0.95
"26102" 1223 23 100 5 0.6
"8322" 3623 23 100 5 0.7
"14402" 6023 23 100 5 0.8
"20182" 8423 23 100 5 0.9
"26103" 10823 23 100 5 0.95
"5493" 1823 23 100 10 0.6
"16433" 4223 23 100 10 0.7
"26573" 6623 23 100 10 0.8
"24414" 223 23 100 10 0.9
"14643" 968 23 100 10 0.95
"146" 123 23 500 2 0.6
"723" 2523 23 500 2 0.7
"1342" 4923 23 500 2 0.8
"1926" 7323 23 500 2 0.9
"2533" 9723 23 500 2 0.95
"13510" 723 23 500 3 0.6
"7221" 3123 23 500 3 0.7
"13361" 5523 23 500 3 0.8
"19241" 7923 23 500 3 0.9
"25481" 10323 23 500 3 0.95
"12812" 1323 23 500 5 0.6
"9492" 3723 23 500 5 0.7
"15342" 6123 23 500 5 0.8
"21342" 8523 23 500 5 0.9
"27362" 10923 23 500 5 0.95
"6943" 1923 23 500 10 0.6
"18123" 4323 23 500 10 0.7
"27603" 6723 23 500 10 0.8
"3583" 323 23 500 10 0.9
"15523" 1068 23 500 10 0.95
"230" 223 23 1000 2 0.6
"825" 2623 23 1000 2 0.7
"1422" 5023 23 1000 2 0.8
"2023" 7423 23 1000 2 0.9
"2623" 9823 23 1000 2 0.95
"22710" 823 23 1000 3 0.6
"8211" 3223 23 1000 3 0.7
"14241" 5623 23 1000 3 0.8
"20191" 8023 23 1000 3 0.9
"26281" 10423 23 1000 3 0.95
"22912" 1423 23 1000 5 0.6
"10342" 3823 23 1000 5 0.7
"16382" 6223 23 1000 5 0.8
"22313" 8623 23 1000 5 0.9
"28313" 11023 23 1000 5 0.95
"7763" 2023 23 1000 10 0.6
"18933" 4423 23 1000 10 0.7
"28553" 6823 23 1000 10 0.8
"4453" 423 23 1000 10 0.9
"17903" 1168 23 1000 10 0.95
"322" 323 23 2000 2 0.6
"922" 2723 23 2000 2 0.7
"1522" 5123 23 2000 2 0.8
"2125" 7523 23 2000 2 0.9
"2729" 9923 23 2000 2 0.95
"3231" 923 23 2000 3 0.6
"9271" 3323 23 2000 3 0.7
"15221" 5723 23 2000 3 0.8
"21231" 8123 23 2000 3 0.9
"27301" 10523 23 2000 3 0.95
"3092" 1523 23 2000 5 0.6
"11213" 3923 23 2000 5 0.7
"17352" 6323 23 2000 5 0.8
"23362" 8723 23 2000 5 0.9
"29332" 11123 23 2000 5 0.95
"8943" 2123 23 2000 10 0.6
"20243" 4523 23 2000 10 0.7
"29563" 6923 23 2000 10 0.8
"6593" 523 23 2000 10 0.9
"22303" 1268 23 2000 10 0.95
"406" 423 23 5000 2 0.6
"1018" 2823 23 5000 2 0.7
"1609" 5223 23 5000 2 0.8
"2221" 7623 23 5000 2 0.9
"2811" 10023 23 5000 2 0.95
"4231" 1023 23 5000 3 0.6
"10181" 3423 23 5000 3 0.7
"16221" 5823 23 5000 3 0.8
"22201" 8223 23 5000 3 0.9
"28241" 10623 23 5000 3 0.95
"4232" 1623 23 5000 5 0.6
"12242" 4023 23 5000 5 0.7
"18332" 6423 23 5000 5 0.8
"24292" 8823 23 5000 5 0.9
"6072" 820 23 5000 5 0.95
"10453" 2223 23 5000 10 0.6
"21443" 4623 23 5000 10 0.7
"5414" 23 23 5000 10 0.8
"11283" 623 23 5000 10 0.9
"24615" 1368 23 5000 10 0.95
"531" 523 23 10000 2 0.6
"1116" 2923 23 10000 2 0.7
"1729" 5323 23 10000 2 0.8
"2315" 7723 23 10000 2 0.9
"2925" 10123 23 10000 2 0.95
"5231" 1123 23 10000 3 0.6
"11221" 3523 23 10000 3 0.7
"17251" 5923 23 10000 3 0.8
"23241" 8323 23 10000 3 0.9
"29231" 10723 23 10000 3 0.95
"5252" 1723 23 10000 5 0.6
"13272" 4123 23 10000 5 0.7
"19313" 6523 23 10000 5 0.8
"25372" 8923 23 10000 5 0.9
"6942" 868 23 10000 5 0.95
"11823" 2323 23 10000 10 0.6
"22863" 4723 23 10000 10 0.7
"16014" 123 23 10000 10 0.8
"13363" 723 23 10000 10 0.9
"25593" 1468 23 10000 10 0.95
"17" 24 24 100 2 0.6
"624" 2424 24 100 2 0.7
"1207" 4824 24 100 2 0.8
"1823" 7224 24 100 2 0.9
"2432" 9624 24 100 2 0.95
"22100" 624 24 100 3 0.6
"6161" 3024 24 100 3 0.7
"12191" 5424 24 100 3 0.8
"18241" 7824 24 100 3 0.9
"24311" 10224 24 100 3 0.95
"23102" 1224 24 100 5 0.6
"8292" 3624 24 100 5 0.7
"14222" 6024 24 100 5 0.8
"20192" 8424 24 100 5 0.9
"26272" 10824 24 100 5 0.95
"5303" 1824 24 100 10 0.6
"16415" 4224 24 100 10 0.7
"26583" 6624 24 100 10 0.8
"25514" 224 24 100 10 0.9
"14503" 969 24 100 10 0.95
"126" 124 24 500 2 0.6
"724" 2524 24 500 2 0.7
"1352" 4924 24 500 2 0.8
"1922" 7324 24 500 2 0.9
"2537" 9724 24 500 2 0.95
"15010" 724 24 500 3 0.6
"7261" 3124 24 500 3 0.7
"13391" 5524 24 500 3 0.8
"19351" 7924 24 500 3 0.9
"25371" 10324 24 500 3 0.95
"13012" 1324 24 500 5 0.6
"9322" 3724 24 500 5 0.7
"15432" 6124 24 500 5 0.8
"21582" 8524 24 500 5 0.9
"27452" 10924 24 500 5 0.95
"6783" 1924 24 500 10 0.6
"17933" 4324 24 500 10 0.7
"27653" 6724 24 500 10 0.8
"3403" 324 24 500 10 0.9
"15653" 1069 24 500 10 0.95
"232" 224 24 1000 2 0.6
"823" 2624 24 1000 2 0.7
"1425" 5024 24 1000 2 0.8
"2024" 7424 24 1000 2 0.9
"2622" 9824 24 1000 2 0.95
"22510" 824 24 1000 3 0.6
"8251" 3224 24 1000 3 0.7
"14251" 5624 24 1000 3 0.8
"20231" 8024 24 1000 3 0.9
"26261" 10424 24 1000 3 0.95
"22712" 1424 24 1000 5 0.6
"10302" 3824 24 1000 5 0.7
"16332" 6224 24 1000 5 0.8
"22322" 8624 24 1000 5 0.9
"28302" 11024 24 1000 5 0.95
"7853" 2024 24 1000 10 0.6
"18893" 4424 24 1000 10 0.7
"28583" 6824 24 1000 10 0.8
"4515" 424 24 1000 10 0.9
"17853" 1169 24 1000 10 0.95
"324" 324 24 2000 2 0.6
"925" 2724 24 2000 2 0.7
"1531" 5124 24 2000 2 0.8
"2123" 7524 24 2000 2 0.9
"2719" 9924 24 2000 2 0.95
"3241" 924 24 2000 3 0.6
"9261" 3324 24 2000 3 0.7
"15261" 5724 24 2000 3 0.8
"21291" 8124 24 2000 3 0.9
"27221" 10524 24 2000 3 0.95
"3113" 1524 24 2000 5 0.6
"11382" 3924 24 2000 5 0.7
"17392" 6324 24 2000 5 0.8
"23413" 8724 24 2000 5 0.9
"29213" 11124 24 2000 5 0.95
"9153" 2124 24 2000 10 0.6
"20123" 4524 24 2000 10 0.7
"29615" 6924 24 2000 10 0.8
"6493" 524 24 2000 10 0.9
"22433" 1269 24 2000 10 0.95
"411" 424 24 5000 2 0.6
"1013" 2824 24 5000 2 0.7
"1606" 5224 24 5000 2 0.8
"2203" 7624 24 5000 2 0.9
"2821" 10024 24 5000 2 0.95
"4271" 1024 24 5000 3 0.6
"10101" 3424 24 5000 3 0.7
"16211" 5824 24 5000 3 0.8
"22221" 8224 24 5000 3 0.9
"28201" 10624 24 5000 3 0.95
"4213" 1624 24 5000 5 0.6
"12222" 4024 24 5000 5 0.7
"18272" 6424 24 5000 5 0.8
"24262" 8824 24 5000 5 0.9
"6152" 821 24 5000 5 0.95
"10463" 2224 24 5000 10 0.6
"21383" 4624 24 5000 10 0.7
"6014" 24 24 5000 10 0.8
"11115" 624 24 5000 10 0.9
"24493" 1369 24 5000 10 0.95
"522" 524 24 10000 2 0.6
"1129" 2924 24 10000 2 0.7
"1722" 5324 24 10000 2 0.8
"2314" 7724 24 10000 2 0.9
"2937" 10124 24 10000 2 0.95
"5211" 1124 24 10000 3 0.6
"11161" 3524 24 10000 3 0.7
"17201" 5924 24 10000 3 0.8
"23191" 8324 24 10000 3 0.9
"29171" 10724 24 10000 3 0.95
"5342" 1724 24 10000 5 0.6
"13392" 4124 24 10000 5 0.7
"19332" 6524 24 10000 5 0.8
"25352" 8924 24 10000 5 0.9
"7202" 869 24 10000 5 0.95
"11853" 2324 24 10000 10 0.6
"22873" 4724 24 10000 10 0.7
"13114" 124 24 10000 10 0.8
"13423" 724 24 10000 10 0.9
"25463" 1469 24 10000 10 0.95
"26" 25 25 100 2 0.6
"622" 2425 25 100 2 0.7
"1204" 4825 25 100 2 0.8
"1819" 7225 25 100 2 0.9
"2419" 9625 25 100 2 0.95
"18100" 625 25 100 3 0.6
"6211" 3025 25 100 3 0.7
"12221" 5425 25 100 3 0.8
"18301" 7825 25 100 3 0.9
"24241" 10225 25 100 3 0.95
"27102" 1225 25 100 5 0.6
"8302" 3625 25 100 5 0.7
"14272" 6025 25 100 5 0.8
"20272" 8425 25 100 5 0.9
"26342" 10825 25 100 5 0.95
"5463" 1825 25 100 10 0.6
"16403" 4225 25 100 10 0.7
"26315" 6625 25 100 10 0.8
"24014" 225 25 100 10 0.9
"14603" 970 25 100 10 0.95
"137" 125 25 500 2 0.6
"722" 2525 25 500 2 0.7
"1343" 4925 25 500 2 0.8
"1925" 7325 25 500 2 0.9
"2541" 9725 25 500 2 0.95
"13110" 725 25 500 3 0.6
"7301" 3125 25 500 3 0.7
"13301" 5525 25 500 3 0.8
"19461" 7925 25 500 3 0.9
"25431" 10325 25 500 3 0.95
"13212" 1325 25 500 5 0.6
"9522" 3725 25 500 5 0.7
"15502" 6125 25 500 5 0.8
"21432" 8525 25 500 5 0.9
"27592" 10925 25 500 5 0.95
"6843" 1925 25 500 10 0.6
"18073" 4325 25 500 10 0.7
"27593" 6725 25 500 10 0.8
"3473" 325 25 500 10 0.9
"15573" 1070 25 500 10 0.95
"225" 225 25 1000 2 0.6
"826" 2625 25 1000 2 0.7
"1426" 5025 25 1000 2 0.8
"2025" 7425 25 1000 2 0.9
"2624" 9825 25 1000 2 0.95
"22610" 825 25 1000 3 0.6
"8261" 3225 25 1000 3 0.7
"14271" 5625 25 1000 3 0.8
"20271" 8025 25 1000 3 0.9
"26321" 10425 25 1000 3 0.95
"23012" 1425 25 1000 5 0.6
"10402" 3825 25 1000 5 0.7
"16372" 6225 25 1000 5 0.8
"22362" 8625 25 1000 5 0.9
"28352" 11025 25 1000 5 0.95
"7793" 2025 25 1000 10 0.6
"18953" 4425 25 1000 10 0.7
"28533" 6825 25 1000 10 0.8
"4563" 425 25 1000 10 0.9
"17833" 1170 25 1000 10 0.95
"325" 325 25 2000 2 0.6
"929" 2725 25 2000 2 0.7
"1524" 5125 25 2000 2 0.8
"2126" 7525 25 2000 2 0.9
"2721" 9925 25 2000 2 0.95
"3271" 925 25 2000 3 0.6
"9241" 3325 25 2000 3 0.7
"15281" 5725 25 2000 3 0.8
"21251" 8125 25 2000 3 0.9
"27331" 10525 25 2000 3 0.95
"3272" 1525 25 2000 5 0.6
"11352" 3925 25 2000 5 0.7
"17402" 6325 25 2000 5 0.8
"23382" 8725 25 2000 5 0.9
"29382" 11125 25 2000 5 0.95
"9043" 2125 25 2000 10 0.6
"20263" 4525 25 2000 10 0.7
"29515" 6925 25 2000 10 0.8
"6715" 525 25 2000 10 0.9
"22333" 1270 25 2000 10 0.95
"428" 425 25 5000 2 0.6
"1030" 2825 25 5000 2 0.7
"1626" 5225 25 5000 2 0.8
"2228" 7625 25 5000 2 0.9
"2827" 10025 25 5000 2 0.95
"4311" 1025 25 5000 3 0.6
"10261" 3425 25 5000 3 0.7
"16311" 5825 25 5000 3 0.8
"22301" 8225 25 5000 3 0.9
"28281" 10625 25 5000 3 0.95
"4302" 1625 25 5000 5 0.6
"12342" 4025 25 5000 5 0.7
"18392" 6425 25 5000 5 0.8
"24402" 8825 25 5000 5 0.9
"6032" 822 25 5000 5 0.95
"10523" 2225 25 5000 10 0.6
"21663" 4625 25 5000 10 0.7
"5514" 25 25 5000 10 0.8
"11293" 625 25 5000 10 0.9
"24693" 1370 25 5000 10 0.95
"533" 525 25 10000 2 0.6
"1130" 2925 25 10000 2 0.7
"1723" 5325 25 10000 2 0.8
"2328" 7725 25 10000 2 0.9
"2927" 10125 25 10000 2 0.95
"5281" 1125 25 10000 3 0.6
"11231" 3525 25 10000 3 0.7
"17281" 5925 25 10000 3 0.8
"23291" 8325 25 10000 3 0.9
"29291" 10725 25 10000 3 0.95
"5202" 1725 25 10000 5 0.6
"13322" 4125 25 10000 5 0.7
"19342" 6525 25 10000 5 0.8
"25392" 8925 25 10000 5 0.9
"7092" 870 25 10000 5 0.95
"11723" 2325 25 10000 10 0.6
"22983" 4725 25 10000 10 0.7
"15314" 125 25 10000 10 0.8
"13543" 725 25 10000 10 0.9
"25653" 1470 25 10000 10 0.95
"23" 26 26 100 2 0.6
"630" 2426 26 100 2 0.7
"1210" 4826 26 100 2 0.8
"1826" 7226 26 100 2 0.9
"2408" 9626 26 100 2 0.95
"20100" 626 26 100 3 0.6
"6181" 3026 26 100 3 0.7
"12101" 5426 26 100 3 0.8
"18271" 7826 26 100 3 0.9
"24231" 10226 26 100 3 0.95
"21102" 1226 26 100 5 0.6
"8352" 3626 26 100 5 0.7
"14162" 6026 26 100 5 0.8
"20213" 8426 26 100 5 0.9
"26413" 10826 26 100 5 0.95
"5403" 1826 26 100 10 0.6
"16393" 4226 26 100 10 0.7
"26303" 6626 26 100 10 0.8
"25114" 226 26 100 10 0.9
"14523" 971 26 100 10 0.95
"138" 126 26 500 2 0.6
"750" 2526 26 500 2 0.7
"1346" 4926 26 500 2 0.8
"1929" 7326 26 500 2 0.9
"2538" 9726 26 500 2 0.95
"15110" 726 26 500 3 0.6
"7281" 3126 26 500 3 0.7
"13431" 5526 26 500 3 0.8
"19311" 7926 26 500 3 0.9
"25421" 10326 26 500 3 0.95
"13112" 1326 26 500 5 0.6
"9332" 3726 26 500 5 0.7
"15392" 6126 26 500 5 0.8
"21592" 8526 26 500 5 0.9
"27372" 10926 26 500 5 0.95
"6963" 1926 26 500 10 0.6
"17973" 4326 26 500 10 0.7
"27523" 6726 26 500 10 0.8
"3543" 326 26 500 10 0.9
"15443" 1071 26 500 10 0.95
"228" 226 26 1000 2 0.6
"827" 2626 26 1000 2 0.7
"1427" 5026 26 1000 2 0.8
"2027" 7426 26 1000 2 0.9
"2625" 9826 26 1000 2 0.95
"22810" 826 26 1000 3 0.6
"8291" 3226 26 1000 3 0.7
"14261" 5626 26 1000 3 0.8
"20301" 8026 26 1000 3 0.9
"26221" 10426 26 1000 3 0.95
"22612" 1426 26 1000 5 0.6
