"V1" "V2" "V3" "V4" "V5"
"11741" 3582 82 10000 3 0.7
"17801" 5982 82 10000 3 0.8
"23851" 8382 82 10000 3 0.9
"29801" 10782 82 10000 3 0.95
"5622" 1782 82 10000 5 0.6
"13952" 4182 82 10000 5 0.7
"20013" 6582 82 10000 5 0.8
"25872" 8982 82 10000 5 0.9
"7913" 927 82 10000 5 0.95
"12353" 2382 82 10000 10 0.6
"23523" 4782 82 10000 10 0.7
"20614" 182 82 10000 10 0.8
"13953" 782 82 10000 10 0.9
"26115" 1527 82 10000 10 0.95
"77" 83 83 100 2 0.6
"686" 2483 83 100 2 0.7
"1284" 4883 83 100 2 0.8
"1883" 7283 83 100 2 0.9
"2488" 9683 83 100 2 0.95
"8410" 683 83 100 3 0.6
"6831" 3083 83 100 3 0.7
"12881" 5483 83 100 3 0.8
"18871" 7883 83 100 3 0.9
"24881" 10283 83 100 3 0.95
"8612" 1283 83 100 5 0.6
"8942" 3683 83 100 5 0.7
"14992" 6083 83 100 5 0.8
"20942" 8483 83 100 5 0.9
"26832" 10883 83 100 5 0.95
"6063" 1883 83 100 10 0.6
"17323" 4283 83 100 10 0.7
"27073" 6683 83 100 10 0.8
"3223" 283 83 100 10 0.9
"15083" 1028 83 100 10 0.95
"158" 183 83 500 2 0.6
"782" 2583 83 500 2 0.7
"1379" 4983 83 500 2 0.8
"1985" 7383 83 500 2 0.9
"2567" 9783 83 500 2 0.95
"15910" 783 83 500 3 0.6
"7791" 3183 83 500 3 0.7
"13771" 5583 83 500 3 0.8
"19841" 7983 83 500 3 0.9
"25771" 10383 83 500 3 0.95
"18512" 1383 83 500 5 0.6
"9902" 3783 83 500 5 0.7
"15913" 6183 83 500 5 0.8
"21913" 8583 83 500 5 0.9
"27832" 10983 83 500 5 0.95
"7343" 1983 83 500 10 0.6
"18553" 4383 83 500 10 0.7
"28105" 6783 83 500 10 0.8
"3963" 383 83 500 10 0.9
"16143" 1128 83 500 10 0.95
"284" 283 83 1000 2 0.6
"887" 2683 83 1000 2 0.7
"1482" 5083 83 1000 2 0.8
"2085" 7483 83 1000 2 0.9
"2685" 9883 83 1000 2 0.95
"28410" 883 83 1000 3 0.6
"8741" 3283 83 1000 3 0.7
"14831" 5683 83 1000 3 0.8
"20781" 8083 83 1000 3 0.9
"26811" 10483 83 1000 3 0.95
"27712" 1483 83 1000 5 0.6
"10992" 3883 83 1000 5 0.7
"17082" 6283 83 1000 5 0.8
"22913" 8683 83 1000 5 0.9
"28832" 11083 83 1000 5 0.95
"8723" 2083 83 1000 10 0.6
"19933" 4483 83 1000 10 0.7
"29063" 6883 83 1000 10 0.8
"5015" 483 83 1000 10 0.9
"20653" 1228 83 1000 10 0.95
"363" 383 83 2000 2 0.6
"992" 2783 83 2000 2 0.7
"1573" 5183 83 2000 2 0.8
"2182" 7583 83 2000 2 0.9
"2779" 9983 83 2000 2 0.95
"3781" 983 83 2000 3 0.6
"9771" 3383 83 2000 3 0.7
"15631" 5783 83 2000 3 0.8
"21791" 8183 83 2000 3 0.9
"27711" 10583 83 2000 3 0.95
"3752" 1583 83 2000 5 0.6
"11962" 3983 83 2000 5 0.7
"17972" 6383 83 2000 5 0.8
"23932" 8783 83 2000 5 0.9
"29442" 11183 83 2000 5 0.95
"9915" 2183 83 2000 10 0.6
"21243" 4583 83 2000 10 0.7
"29843" 6983 83 2000 10 0.8
"9815" 583 83 2000 10 0.9
"24105" 1328 83 2000 10 0.95
"491" 483 83 5000 2 0.6
"1096" 2883 83 5000 2 0.7
"1686" 5283 83 5000 2 0.8
"2288" 7683 83 5000 2 0.9
"2887" 10083 83 5000 2 0.95
"4971" 1083 83 5000 3 0.6
"10881" 3483 83 5000 3 0.7
"16961" 5883 83 5000 3 0.8
"22911" 8283 83 5000 3 0.9
"28871" 10683 83 5000 3 0.95
"4822" 1683 83 5000 5 0.6
"13082" 4083 83 5000 5 0.7
"19013" 6483 83 5000 5 0.8
"24932" 8883 83 5000 5 0.9
"29932" 11283 83 5000 5 0.95
"11523" 2283 83 5000 10 0.6
"22643" 4683 83 5000 10 0.7
"11614" 83 83 5000 10 0.8
"13133" 683 83 5000 10 0.9
"25163" 1428 83 5000 10 0.95
"586" 583 83 10000 2 0.6
"1182" 2983 83 10000 2 0.7
"1789" 5383 83 10000 2 0.8
"2387" 7783 83 10000 2 0.9
"2979" 10183 83 10000 2 0.95
"5841" 1183 83 10000 3 0.6
"11721" 3583 83 10000 3 0.7
"17811" 5983 83 10000 3 0.8
"23931" 8383 83 10000 3 0.9
"29891" 10783 83 10000 3 0.95
"5792" 1783 83 10000 5 0.6
"13902" 4183 83 10000 5 0.7
"19932" 6583 83 10000 5 0.8
"25952" 8983 83 10000 5 0.9
"7922" 928 83 10000 5 0.95
"12433" 2383 83 10000 10 0.6
"23553" 4783 83 10000 10 0.7
"22214" 183 83 10000 10 0.8
"14023" 783 83 10000 10 0.9
"26253" 1528 83 10000 10 0.95
"87" 84 84 100 2 0.6
"687" 2484 84 100 2 0.7
"1286" 4884 84 100 2 0.8
"1887" 7284 84 100 2 0.9
"2486" 9684 84 100 2 0.95
"8610" 684 84 100 3 0.6
"6891" 3084 84 100 3 0.7
"12841" 5484 84 100 3 0.8
"18831" 7884 84 100 3 0.9
"24911" 10284 84 100 3 0.95
"8512" 1284 84 100 5 0.6
"8922" 3684 84 100 5 0.7
"14932" 6084 84 100 5 0.8
"20902" 8484 84 100 5 0.9
"26852" 10884 84 100 5 0.95
"6133" 1884 84 100 10 0.6
"17193" 4284 84 100 10 0.7
"27233" 6684 84 100 10 0.8
"3183" 284 84 100 10 0.9
"15093" 1029 84 100 10 0.95
"173" 184 84 500 2 0.6
"780" 2584 84 500 2 0.7
"1380" 4984 84 500 2 0.8
"1982" 7384 84 500 2 0.9
"2575" 9784 84 500 2 0.95
"16010" 784 84 500 3 0.6
"7851" 3184 84 500 3 0.7
"13821" 5584 84 500 3 0.8
"19851" 7984 84 500 3 0.9
"25831" 10384 84 500 3 0.95
"18212" 1384 84 500 5 0.6
"9892" 3784 84 500 5 0.7
"15692" 6184 84 500 5 0.8
"21772" 8584 84 500 5 0.9
"27932" 10984 84 500 5 0.95
"7263" 1984 84 500 10 0.6
"18515" 4384 84 500 10 0.7
"28015" 6784 84 500 10 0.8
"4153" 384 84 500 10 0.9
"16073" 1129 84 500 10 0.95
"282" 284 84 1000 2 0.6
"884" 2684 84 1000 2 0.7
"1485" 5084 84 1000 2 0.8
"2084" 7484 84 1000 2 0.9
"2693" 9884 84 1000 2 0.95
"28610" 884 84 1000 3 0.6
"8811" 3284 84 1000 3 0.7
"14881" 5684 84 1000 3 0.8
"20821" 8084 84 1000 3 0.9
"26831" 10484 84 1000 3 0.95
"29112" 1484 84 1000 5 0.6
"10862" 3884 84 1000 5 0.7
"16872" 6284 84 1000 5 0.8
"22882" 8684 84 1000 5 0.9
"28913" 11084 84 1000 5 0.95
"8815" 2084 84 1000 10 0.6
"19963" 4484 84 1000 10 0.7
"29073" 6884 84 1000 10 0.8
"5173" 484 84 1000 10 0.9
"20663" 1229 84 1000 10 0.95
"378" 384 84 2000 2 0.6
"978" 2784 84 2000 2 0.7
"1564" 5184 84 2000 2 0.8
"2181" 7584 84 2000 2 0.9
"2784" 9984 84 2000 2 0.95
"3771" 984 84 2000 3 0.6
"9931" 3384 84 2000 3 0.7
"15621" 5784 84 2000 3 0.8
"21631" 8184 84 2000 3 0.9
"27661" 10584 84 2000 3 0.95
"3652" 1584 84 2000 5 0.6
"11772" 3984 84 2000 5 0.7
"17782" 6384 84 2000 5 0.8
"23772" 8784 84 2000 5 0.9
"29592" 11184 84 2000 5 0.95
"9983" 2184 84 2000 10 0.6
"21283" 4584 84 2000 10 0.7
"29703" 6984 84 2000 10 0.8
"9753" 584 84 2000 10 0.9
"24143" 1329 84 2000 10 0.95
"496" 484 84 5000 2 0.6
"1094" 2884 84 5000 2 0.7
"1689" 5284 84 5000 2 0.8
"2297" 7684 84 5000 2 0.9
"2893" 10084 84 5000 2 0.95
"4961" 1084 84 5000 3 0.6
"10871" 3484 84 5000 3 0.7
"16901" 5884 84 5000 3 0.8
"22811" 8284 84 5000 3 0.9
"28811" 10684 84 5000 3 0.95
"4922" 1684 84 5000 5 0.6
"12962" 4084 84 5000 5 0.7
"18902" 6484 84 5000 5 0.8
"24913" 8884 84 5000 5 0.9
"29952" 11284 84 5000 5 0.95
"11515" 2284 84 5000 10 0.6
"22653" 4684 84 5000 10 0.7
"10314" 84 84 5000 10 0.8
"13183" 684 84 5000 10 0.9
"25063" 1429 84 5000 10 0.95
"592" 584 84 10000 2 0.6
"1187" 2984 84 10000 2 0.7
"1788" 5384 84 10000 2 0.8
"2385" 7784 84 10000 2 0.9
"2990" 10184 84 10000 2 0.95
"5831" 1184 84 10000 3 0.6
"11751" 3584 84 10000 3 0.7
"17881" 5984 84 10000 3 0.8
"23891" 8384 84 10000 3 0.9
"29921" 10784 84 10000 3 0.95
"5952" 1784 84 10000 5 0.6
"13962" 4184 84 10000 5 0.7
"19942" 6584 84 10000 5 0.8
"25922" 8984 84 10000 5 0.9
"8072" 929 84 10000 5 0.95
"12393" 2384 84 10000 10 0.6
"23543" 4784 84 10000 10 0.7
"22414" 184 84 10000 10 0.8
"13923" 784 84 10000 10 0.9
"26163" 1529 84 10000 10 0.95
"86" 85 85 100 2 0.6
"683" 2485 85 100 2 0.7
"1285" 4885 85 100 2 0.8
"1885" 7285 85 100 2 0.9
"2481" 9685 85 100 2 0.95
"8510" 685 85 100 3 0.6
"6851" 3085 85 100 3 0.7
"12861" 5485 85 100 3 0.8
"18821" 7885 85 100 3 0.9
"24781" 10285 85 100 3 0.95
"9212" 1285 85 100 5 0.6
"8992" 3685 85 100 5 0.7
"14852" 6085 85 100 5 0.8
"20822" 8485 85 100 5 0.9
"26862" 10885 85 100 5 0.95
"6033" 1885 85 100 10 0.6
"17343" 4285 85 100 10 0.7
"27215" 6685 85 100 10 0.8
"3203" 285 85 100 10 0.9
"15133" 1030 85 100 10 0.95
"186" 185 85 500 2 0.6
"786" 2585 85 500 2 0.7
"1388" 4985 85 500 2 0.8
"1986" 7385 85 500 2 0.9
"2586" 9785 85 500 2 0.95
"18510" 785 85 500 3 0.6
"7871" 3185 85 500 3 0.7
"13871" 5585 85 500 3 0.8
"19861" 7985 85 500 3 0.9
"25861" 10385 85 500 3 0.95
"18712" 1385 85 500 5 0.6
"9942" 3785 85 500 5 0.7
"15942" 6185 85 500 5 0.8
"21942" 8585 85 500 5 0.9
"27942" 10985 85 500 5 0.95
"7423" 1985 85 500 10 0.6
"18663" 4385 85 500 10 0.7
"28243" 6785 85 500 10 0.8
"4133" 385 85 500 10 0.9
"16193" 1130 85 500 10 0.95
"285" 285 85 1000 2 0.6
"886" 2685 85 1000 2 0.7
"1486" 5085 85 1000 2 0.8
"2089" 7485 85 1000 2 0.9
"2690" 9885 85 1000 2 0.95
"28510" 885 85 1000 3 0.6
"8901" 3285 85 1000 3 0.7
"14861" 5685 85 1000 3 0.8
"20771" 8085 85 1000 3 0.9
"26781" 10485 85 1000 3 0.95
"28012" 1485 85 1000 5 0.6
"10902" 3885 85 1000 5 0.7
"16952" 6285 85 1000 5 0.8
"22852" 8685 85 1000 5 0.9
"29002" 11085 85 1000 5 0.95
"8753" 2085 85 1000 10 0.6
"20003" 4485 85 1000 10 0.7
"29233" 6885 85 1000 10 0.8
"5223" 485 85 1000 10 0.9
"20763" 1230 85 1000 10 0.95
"368" 385 85 2000 2 0.6
"973" 2785 85 2000 2 0.7
"1568" 5185 85 2000 2 0.8
"2187" 7585 85 2000 2 0.9
"2775" 9985 85 2000 2 0.95
"3901" 985 85 2000 3 0.6
"9791" 3385 85 2000 3 0.7
"15891" 5785 85 2000 3 0.8
"21751" 8185 85 2000 3 0.9
"27631" 10585 85 2000 3 0.95
"3832" 1585 85 2000 5 0.6
"11813" 3985 85 2000 5 0.7
"17852" 6385 85 2000 5 0.8
"23813" 8785 85 2000 5 0.9
"29552" 11185 85 2000 5 0.95
"10073" 2185 85 2000 10 0.6
"21263" 4585 85 2000 10 0.7
"29873" 6985 85 2000 10 0.8
"9633" 585 85 2000 10 0.9
"24283" 1330 85 2000 10 0.95
"497" 485 85 5000 2 0.6
"1083" 2885 85 5000 2 0.7
"1691" 5285 85 5000 2 0.8
"2295" 7685 85 5000 2 0.9
"2886" 10085 85 5000 2 0.95
"4881" 1085 85 5000 3 0.6
"10921" 3485 85 5000 3 0.7
"16831" 5885 85 5000 3 0.8
"22841" 8285 85 5000 3 0.9
"28831" 10685 85 5000 3 0.95
"5002" 1685 85 5000 5 0.6
"13002" 4085 85 5000 5 0.7
"19002" 6485 85 5000 5 0.8
"25032" 8885 85 5000 5 0.9
"29852" 11285 85 5000 5 0.95
"11543" 2285 85 5000 10 0.6
"22693" 4685 85 5000 10 0.7
"11214" 85 85 5000 10 0.8
"13053" 685 85 5000 10 0.9
"25203" 1430 85 5000 10 0.95
"582" 585 85 10000 2 0.6
"1185" 2985 85 10000 2 0.7
"1784" 5385 85 10000 2 0.8
"2392" 7785 85 10000 2 0.9
"2981" 10185 85 10000 2 0.95
"5881" 1185 85 10000 3 0.6
"11841" 3585 85 10000 3 0.7
"17841" 5985 85 10000 3 0.8
"23901" 8385 85 10000 3 0.9
"29851" 10785 85 10000 3 0.95
"5962" 1785 85 10000 5 0.6
"13913" 4185 85 10000 5 0.7
"19982" 6585 85 10000 5 0.8
"26013" 8985 85 10000 5 0.9
"7902" 930 85 10000 5 0.95
"12443" 2385 85 10000 10 0.6
"23603" 4785 85 10000 10 0.7
"22114" 185 85 10000 10 0.8
"14015" 785 85 10000 10 0.9
"26233" 1530 85 10000 10 0.95
"92" 86 86 100 2 0.6
"685" 2486 86 100 2 0.7
"1289" 4886 86 100 2 0.8
"1888" 7286 86 100 2 0.9
"2489" 9686 86 100 2 0.95
"9210" 686 86 100 3 0.6
"6871" 3086 86 100 3 0.7
"12851" 5486 86 100 3 0.8
"18841" 7886 86 100 3 0.9
"24861" 10286 86 100 3 0.95
"9412" 1286 86 100 5 0.6
"8932" 3686 86 100 5 0.7
"14862" 6086 86 100 5 0.8
"20913" 8486 86 100 5 0.9
"26942" 10886 86 100 5 0.95
"6083" 1886 86 100 10 0.6
"17063" 4286 86 100 10 0.7
"27105" 6686 86 100 10 0.8
"3173" 286 86 100 10 0.9
"15123" 1031 86 100 10 0.95
"190" 186 86 500 2 0.6
"787" 2586 86 500 2 0.7
"1387" 4986 86 500 2 0.8
"1988" 7386 86 500 2 0.9
"2587" 9786 86 500 2 0.95
"18710" 786 86 500 3 0.6
"7861" 3186 86 500 3 0.7
"13851" 5586 86 500 3 0.8
"19881" 7986 86 500 3 0.9
"25871" 10386 86 500 3 0.95
"18812" 1386 86 500 5 0.6
"9952" 3786 86 500 5 0.7
"15952" 6186 86 500 5 0.8
"21982" 8586 86 500 5 0.9
"27952" 10986 86 500 5 0.95
"7415" 1986 86 500 10 0.6
"18563" 4386 86 500 10 0.7
"28153" 6786 86 500 10 0.8
"3933" 386 86 500 10 0.9
"16133" 1131 86 500 10 0.95
"294" 286 86 1000 2 0.6
"888" 2686 86 1000 2 0.7
"1483" 5086 86 1000 2 0.8
"2086" 7486 86 1000 2 0.9
"2687" 9886 86 1000 2 0.95
"28710" 886 86 1000 3 0.6
"8791" 3286 86 1000 3 0.7
"14841" 5686 86 1000 3 0.8
"20921" 8086 86 1000 3 0.9
"26841" 10486 86 1000 3 0.95
"29412" 1486 86 1000 5 0.6
"10982" 3886 86 1000 5 0.7
"16902" 6286 86 1000 5 0.8
"23022" 8686 86 1000 5 0.9
"28862" 11086 86 1000 5 0.95
"8623" 2086 86 1000 10 0.6
"19943" 4486 86 1000 10 0.7
"29173" 6886 86 1000 10 0.8
"5123" 486 86 1000 10 0.9
"20833" 1231 86 1000 10 0.95
"362" 386 86 2000 2 0.6
"981" 2786 86 2000 2 0.7
"1565" 5186 86 2000 2 0.8
"2180" 7586 86 2000 2 0.9
"2762" 9986 86 2000 2 0.95
"3851" 986 86 2000 3 0.6
"9921" 3386 86 2000 3 0.7
"15681" 5786 86 2000 3 0.8
"21821" 8186 86 2000 3 0.9
"27791" 10586 86 2000 3 0.95
"3692" 1586 86 2000 5 0.6
"11732" 3986 86 2000 5 0.7
"17822" 6386 86 2000 5 0.8
"23752" 8786 86 2000 5 0.9
"29472" 11186 86 2000 5 0.95
"9853" 2186 86 2000 10 0.6
"21143" 4586 86 2000 10 0.7
"29863" 6986 86 2000 10 0.8
"9693" 586 86 2000 10 0.9
"24053" 1331 86 2000 10 0.95
"495" 486 86 5000 2 0.6
"1099" 2886 86 5000 2 0.7
"1693" 5286 86 5000 2 0.8
"2293" 7686 86 5000 2 0.9
"2894" 10086 86 5000 2 0.95
"4851" 1086 86 5000 3 0.6
"10821" 3486 86 5000 3 0.7
"16821" 5886 86 5000 3 0.8
"22821" 8286 86 5000 3 0.9
"28821" 10686 86 5000 3 0.95
"4902" 1686 86 5000 5 0.6
"12932" 4086 86 5000 5 0.7
"18952" 6486 86 5000 5 0.8
"24972" 8886 86 5000 5 0.9
"29842" 11286 86 5000 5 0.95
"11393" 2286 86 5000 10 0.6
"22683" 4686 86 5000 10 0.7
"12614" 86 86 5000 10 0.8
"13173" 686 86 5000 10 0.9
"25153" 1431 86 5000 10 0.95
"588" 586 86 10000 2 0.6
"1188" 2986 86 10000 2 0.7
"1787" 5386 86 10000 2 0.8
"2382" 7786 86 10000 2 0.9
"2986" 10186 86 10000 2 0.95
"5861" 1186 86 10000 3 0.6
"11831" 3586 86 10000 3 0.7
"17791" 5986 86 10000 3 0.8
"23821" 8386 86 10000 3 0.9
"29881" 10786 86 10000 3 0.95
"5842" 1786 86 10000 5 0.6
"13932" 4186 86 10000 5 0.7
"19992" 6586 86 10000 5 0.8
"25932" 8986 86 10000 5 0.9
"7892" 931 86 10000 5 0.95
"12463" 2386 86 10000 10 0.6
"23643" 4786 86 10000 10 0.7
"22614" 186 86 10000 10 0.8
"14203" 786 86 10000 10 0.9
"26215" 1531 86 10000 10 0.95
"81" 87 87 100 2 0.6
"688" 2487 87 100 2 0.7
"1291" 4887 87 100 2 0.8
"1895" 7287 87 100 2 0.9
"2490" 9687 87 100 2 0.95
"8810" 687 87 100 3 0.6
"6841" 3087 87 100 3 0.7
"12871" 5487 87 100 3 0.8
"18881" 7887 87 100 3 0.9
"24811" 10287 87 100 3 0.95
"8812" 1287 87 100 5 0.6
"9002" 3687 87 100 5 0.7
"14913" 6087 87 100 5 0.8
"20862" 8487 87 100 5 0.9
"26932" 10887 87 100 5 0.95
"6093" 1887 87 100 10 0.6
"17203" 4287 87 100 10 0.7
"27033" 6687 87 100 10 0.8
"3093" 287 87 100 10 0.9
"15163" 1032 87 100 10 0.95
"191" 187 87 500 2 0.6
"789" 2587 87 500 2 0.7
"1386" 4987 87 500 2 0.8
"1987" 7387 87 500 2 0.9
"2590" 9787 87 500 2 0.95
"18610" 787 87 500 3 0.6
"7901" 3187 87 500 3 0.7
"13861" 5587 87 500 3 0.8
"19871" 7987 87 500 3 0.9
"25941" 10387 87 500 3 0.95
"18912" 1387 87 500 5 0.6
"9962" 3787 87 500 5 0.7
"15962" 6187 87 500 5 0.8
"22013" 8587 87 500 5 0.9
"27972" 10987 87 500 5 0.95
"7443" 1987 87 500 10 0.6
"18583" 4387 87 500 10 0.7
"28163" 6787 87 500 10 0.8
"4223" 387 87 500 10 0.9
"16273" 1132 87 500 10 0.95
"286" 287 87 1000 2 0.6
"890" 2687 87 1000 2 0.7
"1487" 5087 87 1000 2 0.8
"2087" 7487 87 1000 2 0.9
"2694" 9887 87 1000 2 0.95
"29010" 887 87 1000 3 0.6
"8781" 3287 87 1000 3 0.7
"14851" 5687 87 1000 3 0.8
"20751" 8087 87 1000 3 0.9
"26921" 10487 87 1000 3 0.95
"28612" 1487 87 1000 5 0.6
"10922" 3887 87 1000 5 0.7
"16932" 6287 87 1000 5 0.8
"23072" 8687 87 1000 5 0.9
"28972" 11087 87 1000 5 0.95
"8833" 2087 87 1000 10 0.6
"19783" 4487 87 1000 10 0.7
"29115" 6887 87 1000 10 0.8
"5163" 487 87 1000 10 0.9
"20715" 1232 87 1000 10 0.95
"385" 387 87 2000 2 0.6
"986" 2787 87 2000 2 0.7
"1562" 5187 87 2000 2 0.8
"2189" 7587 87 2000 2 0.9
"2768" 9987 87 2000 2 0.95
"3661" 987 87 2000 3 0.6
"9841" 3387 87 2000 3 0.7
"15871" 5787 87 2000 3 0.8
"21811" 8187 87 2000 3 0.9
"27901" 10587 87 2000 3 0.95
"3792" 1587 87 2000 5 0.6
"11832" 3987 87 2000 5 0.7
"17792" 6387 87 2000 5 0.8
"23982" 8787 87 2000 5 0.9
"29662" 11187 87 2000 5 0.95
"10053" 2187 87 2000 10 0.6
"20973" 4587 87 2000 10 0.7
"29683" 6987 87 2000 10 0.8
"9773" 587 87 2000 10 0.9
"24315" 1332 87 2000 10 0.95
"489" 487 87 5000 2 0.6
"1082" 2887 87 5000 2 0.7
"1694" 5287 87 5000 2 0.8
"2287" 7687 87 5000 2 0.9
"2900" 10087 87 5000 2 0.95
"4861" 1087 87 5000 3 0.6
"10891" 3487 87 5000 3 0.7
"17001" 5887 87 5000 3 0.8
"22951" 8287 87 5000 3 0.9
"28901" 10687 87 5000 3 0.95
"4892" 1687 87 5000 5 0.6
"12902" 4087 87 5000 5 0.7
"18892" 6487 87 5000 5 0.8
"24942" 8887 87 5000 5 0.9
"30012" 11287 87 5000 5 0.95
"11503" 2287 87 5000 10 0.6
"22503" 4687 87 5000 10 0.7
"11814" 87 87 5000 10 0.8
"13003" 687 87 5000 10 0.9
"25293" 1432 87 5000 10 0.95
"587" 587 87 10000 2 0.6
"1181" 2987 87 10000 2 0.7
"1793" 5387 87 10000 2 0.8
"2389" 7787 87 10000 2 0.9
"2993" 10187 87 10000 2 0.95
"5871" 1187 87 10000 3 0.6
"11821" 3587 87 10000 3 0.7
"17901" 5987 87 10000 3 0.8
"23941" 8387 87 10000 3 0.9
"29841" 10787 87 10000 3 0.95
"5702" 1787 87 10000 5 0.6
"13922" 4187 87 10000 5 0.7
"19902" 6587 87 10000 5 0.8
"25892" 8987 87 10000 5 0.9
"8062" 932 87 10000 5 0.95
"12423" 2387 87 10000 10 0.6
"23515" 4787 87 10000 10 0.7
"20714" 187 87 10000 10 0.8
"14115" 787 87 10000 10 0.9
"26123" 1532 87 10000 10 0.95
"91" 88 88 100 2 0.6
"689" 2488 88 100 2 0.7
"1290" 4888 88 100 2 0.8
"1890" 7288 88 100 2 0.9
"2485" 9688 88 100 2 0.95
"9710" 688 88 100 3 0.6
"6911" 3088 88 100 3 0.7
"12901" 5488 88 100 3 0.8
"18891" 7888 88 100 3 0.9
"24851" 10288 88 100 3 0.95
"8712" 1288 88 100 5 0.6
"8962" 3688 88 100 5 0.7
"15032" 6088 88 100 5 0.8
"20842" 8488 88 100 5 0.9
"27013" 10888 88 100 5 0.95
"5933" 1888 88 100 10 0.6
"17153" 4288 88 100 10 0.7
"27093" 6688 88 100 10 0.8
"3243" 288 88 100 10 0.9
"15233" 1033 88 100 10 0.95
"192" 188 88 500 2 0.6
"788" 2588 88 500 2 0.7
"1385" 4988 88 500 2 0.8
"1990" 7388 88 500 2 0.9
"2589" 9788 88 500 2 0.95
"19010" 788 88 500 3 0.6
"7881" 3188 88 500 3 0.7
"13881" 5588 88 500 3 0.8
"19891" 7988 88 500 3 0.9
"25881" 10388 88 500 3 0.95
"19012" 1388 88 500 5 0.6
"9982" 3788 88 500 5 0.7
"16072" 6188 88 500 5 0.8
"21952" 8588 88 500 5 0.9
"27962" 10988 88 500 5 0.95
"7433" 1988 88 500 10 0.6
"18573" 4388 88 500 10 0.7
"28183" 6788 88 500 10 0.8
"4073" 388 88 500 10 0.9
"16173" 1133 88 500 10 0.95
"287" 288 88 1000 2 0.6
"885" 2688 88 1000 2 0.7
"1489" 5088 88 1000 2 0.8
"2088" 7488 88 1000 2 0.9
"2692" 9888 88 1000 2 0.95
"28910" 888 88 1000 3 0.6
"8981" 3288 88 1000 3 0.7
"14941" 5688 88 1000 3 0.8
"20841" 8088 88 1000 3 0.9
"26891" 10488 88 1000 3 0.95
"29212" 1488 88 1000 5 0.6
"11032" 3888 88 1000 5 0.7
"17042" 6288 88 1000 5 0.8
"23032" 8688 88 1000 5 0.9
"28882" 11088 88 1000 5 0.95
"8633" 2088 88 1000 10 0.6
"19823" 4488 88 1000 10 0.7
"29093" 6888 88 1000 10 0.8
"5193" 488 88 1000 10 0.9
"20703" 1233 88 1000 10 0.95
"370" 388 88 2000 2 0.6
"976" 2788 88 2000 2 0.7
"1588" 5188 88 2000 2 0.8
"2192" 7588 88 2000 2 0.9
"2786" 9988 88 2000 2 0.95
"3751" 988 88 2000 3 0.6
"9801" 3388 88 2000 3 0.7
"15801" 5788 88 2000 3 0.8
"21871" 8188 88 2000 3 0.9
"27781" 10588 88 2000 3 0.95
"3862" 1588 88 2000 5 0.6
"11852" 3988 88 2000 5 0.7
"17932" 6388 88 2000 5 0.8
"23892" 8788 88 2000 5 0.9
"29632" 11188 88 2000 5 0.95
"9893" 2188 88 2000 10 0.6
"21005" 4588 88 2000 10 0.7
"29793" 6988 88 2000 10 0.8
"9803" 588 88 2000 10 0.9
"24323" 1333 88 2000 10 0.95
"499" 488 88 5000 2 0.6
"1098" 2888 88 5000 2 0.7
"1695" 5288 88 5000 2 0.8
"2292" 7688 88 5000 2 0.9
"2896" 10088 88 5000 2 0.95
"4841" 1088 88 5000 3 0.6
"10861" 3488 88 5000 3 0.7
"16841" 5888 88 5000 3 0.8
"22921" 8288 88 5000 3 0.9
"28891" 10688 88 5000 3 0.95
"4972" 1688 88 5000 5 0.6
"12892" 4088 88 5000 5 0.7
"18982" 6488 88 5000 5 0.8
"25052" 8888 88 5000 5 0.9
"29832" 11288 88 5000 5 0.95
"11363" 2288 88 5000 10 0.6
"22523" 4688 88 5000 10 0.7
"11914" 88 88 5000 10 0.8
"13015" 688 88 5000 10 0.9
"25083" 1433 88 5000 10 0.95
"591" 588 88 10000 2 0.6
"1186" 2988 88 10000 2 0.7
"1792" 5388 88 10000 2 0.8
"2390" 7788 88 10000 2 0.9
"2983" 10188 88 10000 2 0.95
"5931" 1188 88 10000 3 0.6
"11851" 3588 88 10000 3 0.7
"17851" 5988 88 10000 3 0.8
"23841" 8388 88 10000 3 0.9
"29931" 10788 88 10000 3 0.95
"5762" 1788 88 10000 5 0.6
"13972" 4188 88 10000 5 0.7
"19922" 6588 88 10000 5 0.8
"26002" 8988 88 10000 5 0.9
"7962" 933 88 10000 5 0.95
"12373" 2388 88 10000 10 0.6
"23563" 4788 88 10000 10 0.7
"22314" 188 88 10000 10 0.8
"13993" 788 88 10000 10 0.9
"26243" 1533 88 10000 10 0.95
"89" 89 89 100 2 0.6
"690" 2489 89 100 2 0.7
"1296" 4889 89 100 2 0.8
"1897" 7289 89 100 2 0.9
"2497" 9689 89 100 2 0.95
"9410" 689 89 100 3 0.6
"6881" 3089 89 100 3 0.7
"12891" 5489 89 100 3 0.8
"18901" 7889 89 100 3 0.9
"24891" 10289 89 100 3 0.95
"8912" 1289 89 100 5 0.6
"9013" 3689 89 100 5 0.7
"15042" 6089 89 100 5 0.8
"20992" 8489 89 100 5 0.9
"27042" 10889 89 100 5 0.95
"6115" 1889 89 100 10 0.6
"17283" 4289 89 100 10 0.7
"27115" 6689 89 100 10 0.8
"3233" 289 89 100 10 0.9
"15173" 1034 89 100 10 0.95
"189" 189 89 500 2 0.6
"792" 2589 89 500 2 0.7
"1391" 4989 89 500 2 0.8
"1991" 7389 89 500 2 0.9
"2591" 9789 89 500 2 0.95
